element,source_file,output_file,split,source_index,Te_eV,Ne_cm3,resolution,augmentation_seed
Na,Na/Na_002.csv,validation/Na/Na_002_0005.png,validation,2,1.0,1e+17,500,590789564
Na,Na/Na_002.csv,validation/Na/Na_002_0006.png,validation,2,1.0,1e+17,500,3849144130
Na,Na/Na_002.csv,validation/Na/Na_002_0007.png,validation,2,1.0,1e+17,500,1734088850
Na,Na/Na_002.csv,validation/Na/Na_002_0008.png,validation,2,1.0,1e+17,500,208697003
Na,Na/Na_002.csv,validation/Na/Na_002_0009.png,validation,2,1.0,1e+17,500,197997959
Na,Na/Na_002.csv,validation/Na/Na_002_0010.png,validation,2,1.0,1e+17,500,3484482707
Na,Na/Na_002.csv,validation/Na/Na_002_0011.png,validation,2,1.0,1e+17,500,135528514
Na,Na/Na_002.csv,validation/Na/Na_002_0012.png,validation,2,1.0,1e+17,500,832175806
Na,Na/Na_002.csv,validation/Na/Na_002_0013.png,validation,2,1.0,1e+17,500,3188259646
Na,Na/Na_002.csv,validation/Na/Na_002_0014.png,validation,2,1.0,1e+17,500,3872318607
Na,Na/Na_002.csv,validation/Na/Na_002_0015.png,validation,2,1.0,1e+17,500,1893742694
Na,Na/Na_002.csv,validation/Na/Na_002_0016.png,validation,2,1.0,1e+17,500,4178107852
Na,Na/Na_002.csv,validation/Na/Na_002_0017.png,validation,2,1.0,1e+17,500,940738629
Na,Na/Na_002.csv,validation/Na/Na_002_0018.png,validation,2,1.0,1e+17,500,3735687686
Na,Na/Na_002.csv,validation/Na/Na_002_0019.png,validation,2,1.0,1e+17,500,3640252088
Na,Na/Na_003.csv,test/Na/Na_003_0000.png,test,3,1.3,1e+17,500,1870980368
Na,Na/Na_003.csv,test/Na/Na_003_0001.png,test,3,1.3,1e+17,500,2486216171
Na,Na/Na_003.csv,test/Na/Na_003_0002.png,test,3,1.3,1e+17,500,851571215
Na,Na/Na_003.csv,test/Na/Na_003_0003.png,test,3,1.3,1e+17,500,2476893263
Na,Na/Na_003.csv,test/Na/Na_003_0004.png,test,3,1.3,1e+17,500,840833577
Na,Na/Na_003.csv,test/Na/Na_003_0005.png,test,3,1.3,1e+17,500,2199517257
Na,Na/Na_003.csv,test/Na/Na_003_0006.png,test,3,1.3,1e+17,500,2763550635
Na,Na/Na_003.csv,test/Na/Na_003_0007.png,test,3,1.3,1e+17,500,1952393727
Na,Na/Na_003.csv,test/Na/Na_003_0008.png,test,3,1.3,1e+17,500,2999101742
Na,Na/Na_003.csv,test/Na/Na_003_0009.png,test,3,1.3,1e+17,500,1282136004
Na,Na/Na_003.csv,test/Na/Na_003_0010.png,test,3,1.3,1e+17,500,1232716884
Na,Na/Na_003.csv,test/Na/Na_003_0011.png,test,3,1.3,1e+17,500,2924884343
Na,Na/Na_003.csv,test/Na/Na_003_0012.png,test,3,1.3,1e+17,500,912295511
Na,Na/Na_003.csv,test/Na/Na_003_0013.png,test,3,1.3,1e+17,500,1350459139
Na,Na/Na_003.csv,test/Na/Na_003_0014.png,test,3,1.3,1e+17,500,1067983871
Na,Na/Na_003.csv,test/Na/Na_003_0015.png,test,3,1.3,1e+17,500,2125886874
Na,Na/Na_003.csv,test/Na/Na_003_0016.png,test,3,1.3,1e+17,500,1743676959
Na,Na/Na_003.csv,test/Na/Na_003_0017.png,test,3,1.3,1e+17,500,867837644
Na,Na/Na_003.csv,test/Na/Na_003_0018.png,test,3,1.3,1e+17,500,2972304950
Na,Na/Na_003.csv,test/Na/Na_003_0019.png,test,3,1.3,1e+17,500,2452974877
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0000.png,train,1,0.7,1e+17,500,558529348
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0001.png,train,1,0.7,1e+17,500,4265678496
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0002.png,train,1,0.7,1e+17,500,3409598059
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0003.png,train,1,0.7,1e+17,500,2472927208
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0004.png,train,1,0.7,1e+17,500,2385666122
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0005.png,train,1,0.7,1e+17,500,2917360373
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0006.png,train,1,0.7,1e+17,500,691288589
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0007.png,train,1,0.7,1e+17,500,2597940829
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0008.png,train,1,0.7,1e+17,500,2602804634
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0009.png,train,1,0.7,1e+17,500,2691222273
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0010.png,train,1,0.7,1e+17,500,3433023255
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0011.png,train,1,0.7,1e+17,500,2961627412
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0012.png,train,1,0.7,1e+17,500,879400538
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0013.png,train,1,0.7,1e+17,500,1532432056
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0014.png,train,1,0.7,1e+17,500,498820293
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0015.png,train,1,0.7,1e+17,500,2072657410
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0016.png,train,1,0.7,1e+17,500,2206139885
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0017.png,train,1,0.7,1e+17,500,1641476782
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0018.png,train,1,0.7,1e+17,500,4086663156
Ca,Ca/Ca_001.csv,train/Ca/Ca_001_0019.png,train,1,0.7,1e+17,500,2442403054
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0000.png,validation,2,1.0,1e+17,500,3729654724
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0001.png,validation,2,1.0,1e+17,500,813516458
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0002.png,validation,2,1.0,1e+17,500,3197926838
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0003.png,validation,2,1.0,1e+17,500,1830069469
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0004.png,validation,2,1.0,1e+17,500,3588077290
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0005.png,validation,2,1.0,1e+17,500,392963280
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0006.png,validation,2,1.0,1e+17,500,3868495007
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0007.png,validation,2,1.0,1e+17,500,2954333467
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0008.png,validation,2,1.0,1e+17,500,1175856773
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0009.png,validation,2,1.0,1e+17,500,1188502438
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0010.png,validation,2,1.0,1e+17,500,886513601
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0011.png,validation,2,1.0,1e+17,500,819098389
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0012.png,validation,2,1.0,1e+17,500,2357434780
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0013.png,validation,2,1.0,1e+17,500,2803681841
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0014.png,validation,2,1.0,1e+17,500,1908016573
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0015.png,validation,2,1.0,1e+17,500,4138901123
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0016.png,validation,2,1.0,1e+17,500,2661398011
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0017.png,validation,2,1.0,1e+17,500,3712722261
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0018.png,validation,2,1.0,1e+17,500,237634045
Ca,Ca/Ca_002.csv,validation/Ca/Ca_002_0019.png,validation,2,1.0,1e+17,500,1701652329
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0000.png,test,3,1.3,1e+17,500,4084025790
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0001.png,test,3,1.3,1e+17,500,470263091
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0002.png,test,3,1.3,1e+17,500,277957657
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0003.png,test,3,1.3,1e+17,500,3953188519
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0004.png,test,3,1.3,1e+17,500,3799069082
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0005.png,test,3,1.3,1e+17,500,3500621740
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0006.png,test,3,1.3,1e+17,500,4126646663
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0007.png,test,3,1.3,1e+17,500,775223557
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0008.png,test,3,1.3,1e+17,500,2514415126
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0009.png,test,3,1.3,1e+17,500,1001014832
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0010.png,test,3,1.3,1e+17,500,3003279060
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0011.png,test,3,1.3,1e+17,500,65585512
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0012.png,test,3,1.3,1e+17,500,1146938388
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0013.png,test,3,1.3,1e+17,500,195604670
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0014.png,test,3,1.3,1e+17,500,1398815510
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0015.png,test,3,1.3,1e+17,500,2274360139
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0016.png,test,3,1.3,1e+17,500,742020556
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0017.png,test,3,1.3,1e+17,500,204026682
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0018.png,test,3,1.3,1e+17,500,3151357039
Ca,Ca/Ca_003.csv,test/Ca/Ca_003_0019.png,test,3,1.3,1e+17,500,279027900
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0000.png,test,3,1.3,1e+17,500,2912399928
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0001.png,test,3,1.3,1e+17,500,2215889650
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0002.png,test,3,1.3,1e+17,500,509999745
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0003.png,test,3,1.3,1e+17,500,2183710030
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0004.png,test,3,1.3,1e+17,500,1923251710
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0005.png,test,3,1.3,1e+17,500,4039905388
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0006.png,test,3,1.3,1e+17,500,4136158809
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0007.png,test,3,1.3,1e+17,500,2368515157
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0008.png,test,3,1.3,1e+17,500,4243145257
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0009.png,test,3,1.3,1e+17,500,103590110
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0010.png,test,3,1.3,1e+17,500,3883603979
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0011.png,test,3,1.3,1e+17,500,607218389
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0012.png,test,3,1.3,1e+17,500,1103343051
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0013.png,test,3,1.3,1e+17,500,3728358255
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0014.png,test,3,1.3,1e+17,500,2552371679
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0015.png,test,3,1.3,1e+17,500,2073360981
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0016.png,test,3,1.3,1e+17,500,2597539648
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0017.png,test,3,1.3,1e+17,500,1701466816
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0018.png,test,3,1.3,1e+17,500,3060461805
Mg,Mg/Mg 003.csv,test/Mg/Mg 003_0019.png,test,3,1.3,1e+17,500,670132995
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0000.png,train,1,0.7,1e+17,500,4234781016
